name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Glutamicibacter halophytocola	1933880	S	2	0	2	0.00000
Pseudarthrobacter sp. NBSH8	2596911	S	4	0	4	0.00000
Pseudarthrobacter sp. YJ56	2697569	S	4	0	4	0.00000
Pseudarthrobacter sp. NIBRBAC000502772	2590775	S	2	1	3	0.00000
Pseudarthrobacter sp. BIM B-2242	2772401	S	2	0	2	0.00000
Pseudarthrobacter sp. NIBRBAC000502771	2590774	S	1	2	3	0.00000
Pseudarthrobacter equi	728066	S	4	1	5	0.00000
Pseudarthrobacter chlorophenolicus	85085	S	3	0	3	0.00000
Pseudarthrobacter sulfonivorans	121292	S	3	2	5	0.00000
Rothia mucilaginosa	43675	S	6	0	6	0.00000
Rothia kristinae	37923	S	5	2	7	0.00000
Rothia dentocariosa	2047	S	3	0	3	0.00000
Rothia amarae	169480	S	3	2	5	0.00000
Rothia sp. ZJ932	2810516	S	3	0	3	0.00000
Rothia terrae	396015	S	2	1	3	0.00000
Rothia nasimurium	85336	S	1	0	1	0.00000
Rothia aeria	172042	S	1	0	1	0.00000
Micrococcus luteus	1270	S	9	18	27	0.00000
Paenarthrobacter sp. YJN-D	2735317	S	5	2	7	0.00000
Paenarthrobacter sp. YJN-5	2735316	S	1	0	1	0.00000
Paenarthrobacter aurescens	43663	S	2	2	4	0.00000
Paenarthrobacter ureafaciens	37931	S	1	1	2	0.00000
Renibacterium salmoninarum	1646	S	6	0	6	0.00000
Citricoccus sp. SGAir0253	2567881	S	6	0	6	0.00000
Sinomonas sp. R1AF57	2020377	S	4	0	4	0.00000
Sinomonas atrocyanea	37927	S	1	0	1	0.00000
Auritidibacter sp. NML130574	2170745	S	5	0	5	0.00000
Zhihengliuella sp. ISTPL4	2058657	S	3	7	10	0.00000
Neomicrococcus aestuarii	556325	S	3	0	3	0.00000
Nesterenkonia sp. NBAIMH1	2600320	S	1	0	1	0.00000
Cellulomonas sp. Y8	2591145	S	13	3	16	0.00000
Cellulomonas sp. PSBB021	2003551	S	6	3	9	0.00000
Cellulomonas sp. H30R-01	2704467	S	5	1	6	0.00000
Cellulomonas sp. JZ18	2654191	S	3	1	4	0.00000
Cellulomonas gilvus	11	S	8	2	10	0.00000
Cellulomonas flavigena	1711	S	6	1	7	0.00000
Cellulomonas taurus	2729175	S	6	1	7	0.00000
Cellulomonas fimi	1708	S	3	0	3	0.00000
Cellulomonas shaoxiangyii	2566013	S	2	0	2	0.00000
Pseudactinotalea sp. HY158	2654547	S	11	0	11	0.00000
Actinotalea sp. JY-7876	2758442	S	5	1	6	0.00000
Oerskovia sp. KBS0722	1179673	S	4	0	4	0.00000
Paraoerskovia marina	545619	S	4	0	4	0.00000
Janibacter melonis	262209	S	10	2	12	0.00000
Janibacter indicus	857417	S	9	6	15	0.00000
Janibacter limosus	53458	S	7	1	8	0.00000
Janibacter sp. YB324	2761047	S	3	2	5	0.00000
Phycicoccus endophyticus	1690220	S	7	1	8	0.00000
Phycicoccus sp. HDW14	2714941	S	6	1	7	0.00000
Arsenicicoccus sp. oral taxon 190	1658671	S	11	3	14	0.00000
Intrasporangium calvum	53358	S	8	1	9	0.00000
Tetrasphaera sp. HKS02	1813880	S	4	0	4	0.00000
Pedococcus dokdonensis	443156	S	4	1	5	0.00000
Dermacoccus nishinomiyaensis	1274	S	57	17	74	0.00000
Dermacoccus sp. PAMC28757	2762331	S	5	1	6	0.00000
Yimella sp. cx-51	2770551	S	7	0	7	0.00000
Luteipulveratus mongoliensis	571913	S	6	0	6	0.00000
Brevibacterium sp. CS2	2575923	S	8	2	10	0.00000
Brevibacterium sp. o2	2697565	S	4	1	5	0.00000
Brevibacterium sp. YB235	1496080	S	2	1	3	0.00000
Brevibacterium sp. JNUCC-42	2777985	S	2	21	23	0.00000
Brevibacterium sp. WO024	2697563	S	1	0	1	0.00000
Brevibacterium sp. 'Marine'	2725563	S	1	0	1	0.00000
Brevibacterium sp. PAMC23299	2762330	S	1	8	9	0.00000
Brevibacterium casei	33889	S	10	2	12	0.00000
Brevibacterium linens	1703	S	9	5	14	0.00000
Brevibacterium aurantiacum	273384	S	8	5	13	0.00000
Brevibacterium luteolum	199591	S	4	1	5	0.00000
Brevibacterium oceani	358099	S	3	0	3	0.00000
Brevibacterium sandarakinum	629680	S	2	0	2	0.00000
Brevibacterium siliguriense	1136497	S	1	0	1	0.00000
Cellulosimicrobium sp. BI34T	2587808	S	7	3	10	0.00000
Cellulosimicrobium cellulans	1710	S	6	5	11	0.00000
Xylanimonas allomyrinae	2509459	S	6	1	7	0.00000
Xylanimonas cellulosilytica	186189	S	4	0	4	0.00000
Isoptericola dokdonensis	372663	S	6	2	8	0.00000
Isoptericola variabilis	139208	S	3	1	4	0.00000
Xylanimicrobium sp. FW10M-9	2509457	S	3	0	3	0.00000
Serinicoccus chungangensis	767452	S	7	1	8	0.00000
Serinicoccus marinus	247333	S	5	1	6	0.00000
Serinicoccus profundi	1078471	S	5	1	6	0.00000
Serinicoccus hydrothermalis	1758689	S	3	0	3	0.00000
Ornithinimicrobium flavum	1288636	S	11	2	13	0.00000
Ornithinimicrobium sp. AMA3305	2283195	S	3	0	3	0.00000
Ornithinimicrobium sp. H23M54	2594265	S	3	0	3	0.00000
Ornithinimicrobium sp. HY006	2508882	S	2	0	2	0.00000
Ornithinimicrobium pratense	2593973	S	1	0	1	0.00000
Brachybacterium saurashtrense	556288	S	8	2	10	0.00000
Brachybacterium faecium	43669	S	3	1	4	0.00000
Brachybacterium ginsengisoli	1331682	S	3	1	4	0.00000
Brachybacterium avium	2017485	S	3	1	4	0.00000
Brachybacterium sp. P6-10-X1	1903186	S	2	0	2	0.00000
Brachybacterium sp. SGAir0954	2571029	S	1	0	1	0.00000
Brachybacterium vulturis	2017484	S	1	0	1	0.00000
Dermabacter jinjuensis	1667168	S	3	2	5	0.00000
Dermabacter vaginalis	1630135	S	2	1	3	0.00000
Georgenia sp. Z443	2589797	S	9	1	10	0.00000
Georgenia sp. Z294	2585135	S	6	1	7	0.00000
Georgenia faecalis	2483799	S	3	0	3	0.00000
Beutenbergia cavernae	84757	S	8	0	8	0.00000
Miniimonas sp. S16	2171623	S	6	3	9	0.00000
Mobilicoccus sp. NJES-13	2716227	S	5	0	5	0.00000
Austwickia chelonae	100225	S	4	0	4	0.00000
Dermatophilus congolensis	1863	S	3	0	3	0.00000
Haloactinobacterium sp. RN3S43	2779775	S	7	0	7	0.00000
Haloactinobacterium sp. HY164	2675754	S	2	0	2	0.00000
Ruania sp. HY168	2603206	S	1	0	1	0.00000
Sanguibacter sp. HDW7	2714931	S	5	0	5	0.00000
Sanguibacter keddieii	60920	S	3	0	3	0.00000
Luteimicrobium xylanilyticum	1133546	S	7	1	8	0.00000
Kytococcus sedentarius	1276	S	5	1	6	0.00000
Mycolicibacterium litorale	758802	S	18	3	21	0.00000
Mycolicibacterium rutilum	370526	S	15	3	18	0.00000
Mycolicibacterium arabiense	1286181	S	13	1	14	0.00000
Mycolicibacterium sediminis	1286180	S	13	1	14	0.00000
Mycolicibacterium helvum	1534349	S	10	0	10	0.00000
Mycolicibacterium phlei	1771	S	9	2	11	0.00000
Mycolicibacterium smegmatis	1772	S	9	2	11	0.00000
Mycolicibacterium fluoranthenivorans	258505	S	9	0	9	0.00000
Mycolicibacterium madagascariense	212765	S	9	0	9	0.00000
Mycolicibacterium mucogenicum	56689	S	8	2	10	0.00000
Mycolicibacterium anyangense	1431246	S	8	0	8	0.00000
Mycolicibacterium celeriflavum	1249101	S	8	0	8	0.00000
Mycolicibacterium tokaiense	39695	S	8	0	8	0.00000
Mycolicibacterium moriokaense	39691	S	8	0	8	0.00000
Mycolicibacterium vaccae	1810	S	8	1	9	0.00000
Mycolicibacterium gilvum	1804	S	8	5	13	0.00000
Mycolicibacterium sp. Z-34	2736649	S	3	0	3	0.00000
Mycolicibacterium sp. LJ126	2761578	S	3	0	3	0.00000
Mycolicibacterium sp. CBMA 213	1968788	S	1	0	1	0.00000
Mycolicibacterium aurum	1791	S	7	0	7	0.00000
Mycolicibacterium psychrotolerans	216929	S	6	0	6	0.00000
Mycolicibacterium pulveris	36813	S	6	0	6	0.00000
Mycolicibacterium doricum	126673	S	6	1	7	0.00000
Mycolicibacterium boenickei	146017	S	4	11	15	0.00000
Mycolicibacterium chitae	1792	S	4	0	4	0.00000
Mycolicibacterium aubagnense	319707	S	4	0	4	0.00000
Mycolicibacterium chubuense	1800	S	4	0	4	0.00000
Mycolicibacterium mageritense	53462	S	4	0	4	0.00000
Mycolicibacterium duvalii	39688	S	3	0	3	0.00000
Mycolicibacterium gadium	1794	S	3	0	3	0.00000
Mycolicibacterium hassiacum	46351	S	3	0	3	0.00000
Mycolicibacterium insubricum	444597	S	3	0	3	0.00000
Mycolicibacterium aichiense	1799	S	3	0	3	0.00000
Mycolicibacterium alvei	67081	S	3	0	3	0.00000
Mycolicibacterium confluentis	28047	S	2	0	2	0.00000
Mycolicibacterium rhodesiae	36814	S	2	0	2	0.00000
Mycolicibacterium fallax	1793	S	2	0	2	0.00000
Mycolicibacterium thermoresistibile	1797	S	2	0	2	0.00000
Mycolicibacterium poriferae	39694	S	2	4	6	0.00000
Mycolicibacterium fortuitum	1766	S	2	0	2	0.00000
Mycolicibacterium frederiksbergense	117567	S	2	0	2	0.00000
Mycolicibacterium parafortuitum	39692	S	1	0	1	0.00000
Mycolicibacterium goodii	134601	S	1	0	1	0.00000
Mycolicibacterium vanbaalenii	110539	S	1	8	9	0.00000
Mycolicibacterium nivoides	2487344	S	1	9	10	0.00000
Mycolicibacterium monacense	85693	S	1	4	5	0.00000
Mycobacterium sp. MS1601	1936029	S	7	0	7	0.00000
Mycobacterium sp. DL592	2675524	S	7	0	7	0.00000
Mycobacterium sp. JS623	212767	S	4	0	4	0.00000
Mycobacterium sp. EPa45	1545728	S	4	0	4	0.00000
Mycobacterium sp. DL440	2675523	S	3	0	3	0.00000
Mycobacterium sp. KMS	189918	S	2	8	10	0.00000
Mycobacterium sp. YC-RL4	1682113	S	2	0	2	0.00000
Mycobacterium sp. WY10	1920667	S	2	5	7	0.00000
Mycobacterium sp. PYR15	2051552	S	2	5	7	0.00000
Mycobacterium sp. ELW1	1547487	S	1	0	1	0.00000
Mycobacterium sp. THAF192	2587868	S	1	1	2	0.00000
Mycobacterium florentinum	292462	S	9	1	10	0.00000
Mycobacterium saskatchewanense	220927	S	7	0	7	0.00000
Mycobacterium kubicae	120959	S	5	0	5	0.00000
Mycobacterium stomatepiae	470076	S	5	0	5	0.00000
Mycobacterium parmense	185642	S	4	0	4	0.00000
Mycobacterium heidelbergense	53376	S	3	0	3	0.00000
Mycobacterium shigaense	722731	S	3	0	3	0.00000
Mycobacterium simiae	1784	S	2	0	2	0.00000
Mycobacterium colombiense	339268	S	9	0	9	0.00000
Mycobacterium avium	1764	S	4	0	4	0.00000
Mycobacterium mantenii	560555	S	4	0	4	0.00000
Mycobacterium marseillense	701042	S	4	0	4	0.00000
Mycobacterium intracellulare	1767	S	3	9	12	0.00000
Mycobacterium paraintracellulare	1138383	S	1	7	8	0.00000
Mycobacterium gordonae	1778	S	15	0	15	0.00000
Mycobacterium cookii	1775	S	9	0	9	0.00000
Mycobacterium conspicuum	44010	S	7	0	7	0.00000
Mycobacterium kansasii	1768	S	6	0	6	0.00000
Mycobacterium heckeshornense	110505	S	6	0	6	0.00000
Mycobacterium canettii	78331	S	2	0	2	0.00000
Mycobacterium tuberculosis	1773	S	1	4	5	0.00000
Mycobacterium dioxanotrophicus	482462	S	5	0	5	0.00000
Mycobacterium grossiae	1552759	S	5	0	5	0.00000
Mycobacterium seoulense	386911	S	4	0	4	0.00000
Mycobacterium riyadhense	486698	S	4	0	4	0.00000
Mycobacterium basiliense	2094119	S	4	0	4	0.00000
Mycobacterium branderi	43348	S	3	0	3	0.00000
Mycobacterium marinum	1781	S	3	7	10	0.00000
Mycobacterium paraseoulense	590652	S	2	0	2	0.00000
Mycobacterium noviomagense	459858	S	2	0	2	0.00000
Mycobacterium shottsii	133549	S	2	3	5	0.00000
Mycobacterium lacus	169765	S	2	0	2	0.00000
Mycobacterium gallinarum	39689	S	2	0	2	0.00000
Mycobacterium haemophilum	29311	S	2	0	2	0.00000
Mycobacterium shinjukuense	398694	S	1	0	1	0.00000
Mycobacterium paragordonae	1389713	S	1	0	1	0.00000
Mycobacterium ulcerans	1809	S	1	3	4	0.00000
Mycobacterium novum	2492438	S	1	8	9	0.00000
Mycobacteroides abscessus	36809	S	8	2	10	0.00000
Mycobacteroides immunogenum	83262	S	8	1	9	0.00000
Mycobacteroides salmoniphilum	404941	S	5	0	5	0.00000
Mycobacteroides saopaulense	1578165	S	5	0	5	0.00000
Mycobacteroides chelonae	1774	S	3	3	6	0.00000
[Mycobacterium] stephanolepidis	1520670	S	2	0	2	0.00000
Mycolicibacter minnesotensis	1118379	S	6	0	6	0.00000
Mycolicibacter terrae	1788	S	5	0	5	0.00000
Mycolicibacter hiberniae	29314	S	4	0	4	0.00000
Mycolicibacter sinensis	875328	S	2	14	16	0.00000
Mycolicibacillus koreensis	1069220	S	7	1	8	0.00000
Hoyosella subflava	639313	S	2	0	2	0.00000
Rhodococcus sp. P1Y	1302308	S	9	0	9	0.00000
Rhodococcus sp. R79	2811421	S	9	1	10	0.00000
Rhodococcus sp. X156	2499145	S	8	1	9	0.00000
Rhodococcus sp. MTM3W5.2	1805827	S	7	1	8	0.00000
Rhodococcus sp. W8901	2742603	S	5	0	5	0.00000
Rhodococcus sp. SGAir0479	2567884	S	4	0	4	0.00000
Rhodococcus sp. ABRD24	2507582	S	4	0	4	0.00000
Rhodococcus sp. NJ-530	2490853	S	4	17	21	0.00000
Rhodococcus sp. PBTS 2	1653479	S	4	2	6	0.00000
Rhodococcus sp. 008	1723645	S	3	13	16	0.00000
Rhodococcus sp. B7740	1564114	S	3	0	3	0.00000
Rhodococcus sp. P-2	2795031	S	3	0	3	0.00000
Rhodococcus sp. WMMA185	679318	S	3	0	3	0.00000
Rhodococcus sp. WB9	2594007	S	3	3	6	0.00000
Rhodococcus sp. PBTS 1	1653478	S	2	0	2	0.00000
Rhodococcus sp. YL-1	1045808	S	2	7	9	0.00000
Rhodococcus sp. M8	1925550	S	2	5	7	0.00000
Rhodococcus sp. WAY2	2663121	S	2	2	4	0.00000
Rhodococcus sp. 2G	1570939	S	1	2	3	0.00000
Rhodococcus sp. S2-17	1990687	S	1	4	5	0.00000
Rhodococcus sp. AQ5-07	2054902	S	1	2	3	0.00000
Rhodococcus sp. WB1	1033922	S	1	6	7	0.00000
Rhodococcus erythropolis	1833	S	20	56	76	0.00000
Rhodococcus fascians	1828	S	19	2	21	0.00000
Rhodococcus qingshengii	334542	S	11	43	54	0.00000
Rhodococcus ruber	1830	S	10	2	12	0.00000
Rhodococcus opacus	37919	S	8	3	11	0.00000
Rhodococcus coprophilus	38310	S	8	0	8	0.00000
Rhodococcus jostii	132919	S	8	2	10	0.00000
Rhodococcus hoagii	43767	S	6	0	6	0.00000
Rhodococcus rhodochrous	1829	S	5	1	6	0.00000
Rhodococcus aetherivorans	191292	S	3	29	32	0.00000
Rhodococcus triatomae	300028	S	2	0	2	0.00000
Rhodococcus biphenylivorans	1500843	S	2	11	13	0.00000
Rhodococcus koreensis	99653	S	1	0	1	0.00000
Rhodococcus imtechensis	262776	S	1	2	3	0.00000
Nocardia brasiliensis	37326	S	20	2	22	0.00000
Nocardia sp. CS682	1047172	S	12	1	13	0.00000
Nocardia sp. WCH-YHL-001	2755382	S	8	0	8	0.00000
Nocardia terpenica	455432	S	16	1	17	0.00000
Nocardia farcinica	37329	S	9	1	10	0.00000
Nocardia cyriacigeorgica	135487	S	9	1	10	0.00000
Nocardia yunnanensis	2382165	S	9	0	9	0.00000
Nocardia otitidiscaviarum	1823	S	7	0	7	0.00000
Nocardia mangyaensis	2213200	S	6	0	6	0.00000
Nocardia asteroides	1824	S	3	0	3	0.00000
Nocardia nova	37330	S	3	0	3	0.00000
Nocardia seriolae	37332	S	3	0	3	0.00000
Nocardia arthritidis	228602	S	3	0	3	0.00000
Nocardia wallacei	480035	S	2	0	2	0.00000
Corynebacterium sp. ZJ-599	2709394	S	7	0	7	0.00000
Corynebacterium sp. NML98-0116	702967	S	5	0	5	0.00000
Corynebacterium sp. 2019	2675218	S	4	0	4	0.00000
Corynebacterium sp. 4H37-19	2684405	S	4	0	4	0.00000
Corynebacterium sp. zg-320	2768834	S	3	0	3	0.00000
Corynebacterium sp. 2039	2675219	S	1	0	1	0.00000
Corynebacterium sp. 1864	2820399	S	1	0	1	0.00000
Corynebacterium sp. Marseille-Q3630	2754725	S	1	0	1	0.00000
Corynebacterium sp. MC1420	2709392	S	1	0	1	0.00000
Corynebacterium sp. NML93-0612	699041	S	1	0	1	0.00000
Corynebacterium tuberculostearicum	38304	S	15	6	21	0.00000
Corynebacterium efficiens	152794	S	9	0	9	0.00000
Corynebacterium xerosis	1725	S	8	2	10	0.00000
Corynebacterium variabile	1727	S	8	3	11	0.00000
Corynebacterium macginleyi	38290	S	7	0	7	0.00000
Corynebacterium kefirresidentii	1979527	S	6	3	9	0.00000
Corynebacterium sanguinis	2594913	S	6	2	8	0.00000
Corynebacterium terpenotabidum	89154	S	6	0	6	0.00000
Corynebacterium matruchotii	43768	S	5	0	5	0.00000
Corynebacterium sphenisci	191493	S	5	0	5	0.00000
Corynebacterium frankenforstense	1230998	S	5	0	5	0.00000
Corynebacterium halotolerans	225326	S	5	0	5	0.00000
Corynebacterium bovis	36808	S	5	0	5	0.00000
Corynebacterium maris	575200	S	5	0	5	0.00000
Corynebacterium casei	160386	S	5	7	12	0.00000
Corynebacterium marinum	349751	S	4	1	5	0.00000
Corynebacterium lactis	1231000	S	3	0	3	0.00000
Corynebacterium testudinoris	136857	S	3	0	3	0.00000
Corynebacterium pelargi	1471400	S	3	0	3	0.00000
Corynebacterium imitans	156978	S	3	0	3	0.00000
Corynebacterium doosanense	1121358	S	3	1	4	0.00000
Corynebacterium stationis	1705	S	3	0	3	0.00000
Corynebacterium vitaeruminis	38305	S	3	0	3	0.00000
Corynebacterium geronticis	2079234	S	3	0	3	0.00000
Corynebacterium suranareeae	2506452	S	3	0	3	0.00000
Corynebacterium renale	1724	S	3	0	3	0.00000
Corynebacterium callunae	1721	S	3	0	3	0.00000
Corynebacterium pseudotuberculosis	1719	S	3	0	3	0.00000
Corynebacterium ureicelerivorans	401472	S	3	0	3	0.00000
Corynebacterium uterequi	1072256	S	2	0	2	0.00000
Corynebacterium glaucum	187491	S	2	0	2	0.00000
Corynebacterium humireducens	1223514	S	2	0	2	0.00000
Corynebacterium nuruki	1032851	S	2	0	2	0.00000
Corynebacterium timonense	441500	S	2	0	2	0.00000
Corynebacterium choanis	1862358	S	2	0	2	0.00000
Corynebacterium urealyticum	43771	S	2	1	3	0.00000
Corynebacterium striatum	43770	S	2	1	3	0.00000
Corynebacterium propinquum	43769	S	2	0	2	0.00000
Corynebacterium amycolatum	43765	S	2	9	11	0.00000
Corynebacterium argentoratense	42817	S	2	0	2	0.00000
Corynebacterium glucuronolyticum	39791	S	2	0	2	0.00000
Corynebacterium mycetoides	38302	S	2	0	2	0.00000
Corynebacterium anserum	2684406	S	2	0	2	0.00000
Corynebacterium glutamicum	1718	S	2	15	17	0.00000
Corynebacterium diphtheriae	1717	S	2	0	2	0.00000
Corynebacterium deserti	1408191	S	1	0	1	0.00000
Corynebacterium crudilactis	1652495	S	1	0	1	0.00000
Corynebacterium epidermidicanis	1050174	S	1	0	1	0.00000
Corynebacterium liangguodongii	2079535	S	1	0	1	0.00000
Corynebacterium phocae	161895	S	1	0	1	0.00000
Corynebacterium jeikeium	38289	S	1	1	2	0.00000
Corynebacterium aquilae	203263	S	1	0	1	0.00000
Corynebacterium atypicum	191610	S	1	0	1	0.00000
Corynebacterium aurimucosum	169292	S	1	0	1	0.00000
Corynebacterium flavescens	28028	S	1	0	1	0.00000
Corynebacterium camporealensis	161896	S	1	0	1	0.00000
Corynebacterium kutscheri	35755	S	1	0	1	0.00000
Corynebacterium kroppenstedtii	161879	S	1	0	1	0.00000
Corynebacterium segmentosum	43990	S	1	0	1	0.00000
Corynebacterium simulans	146827	S	1	0	1	0.00000
Corynebacterium ulcerans	65058	S	1	0	1	0.00000
Gordonia sp. 1D	1737359	S	5	6	11	0.00000
Gordonia sp. YC-JH1	2059875	S	4	3	7	0.00000
Gordonia sp. PDNC005	2811424	S	4	0	4	0.00000
Gordonia sp. KTR9	337191	S	3	0	3	0.00000
Gordonia sp. JH63	2698900	S	3	1	4	0.00000
Gordonia sp. HY186	2597659	S	1	0	1	0.00000
Gordonia polyisoprenivorans	84595	S	12	0	12	0.00000
Gordonia bronchialis	2054	S	8	1	9	0.00000
Gordonia phthalatica	1136941	S	7	2	9	0.00000
Gordonia insulae	2420509	S	6	0	6	0.00000
Gordonia terrae	2055	S	5	1	6	0.00000
Gordonia rubripertincta	36822	S	5	2	7	0.00000
Gordonia iterans	1004901	S	3	0	3	0.00000
Gordonia ajococcus	1292359	S	2	3	5	0.00000
Tsukamurella paurometabola	2061	S	18	3	21	0.00000
Tsukamurella tyrosinosolvens	57704	S	8	3	11	0.00000
Dietzia sp. oral taxon 368	712270	S	6	8	14	0.00000
Dietzia lutea	546160	S	5	2	7	0.00000
Dietzia timorensis	499555	S	3	2	5	0.00000
Dietzia psychralcaliphila	139021	S	1	0	1	0.00000
Tomitella sp. HY172	2760083	S	4	0	4	0.00000
Tomitella sp. HY188	2597660	S	3	0	3	0.00000
Lawsonella clevelandensis	1528099	S	5	0	5	0.00000
Streptomyces sp. CdTB01	1725411	S	17	2	19	0.00000
Streptomyces sp. GS7	2692234	S	15	1	16	0.00000
Streptomyces sp. RLB1-33	2721243	S	15	2	17	0.00000
Streptomyces sp. CRPJ-33	2768068	S	15	2	17	0.00000
Streptomyces sp. SN-593	659352	S	13	1	14	0.00000
Streptomyces sp. SAT1	1849967	S	11	1	12	0.00000
Streptomyces sp. CB01881	2078691	S	11	1	12	0.00000
Streptomyces sp. So13.3	2136173	S	11	0	11	0.00000
Streptomyces sp. HM190	2695266	S	11	1	12	0.00000
Streptomyces sp. NA02950	2742137	S	10	0	10	0.00000
Streptomyces sp. RTd22	1841249	S	9	1	10	0.00000
Streptomyces sp. Go-475	2072505	S	9	1	10	0.00000
Streptomyces sp. HSG2	2797167	S	9	0	9	0.00000
Streptomyces sp. 3214.6	1882757	S	9	1	10	0.00000
Streptomyces sp. NHF165	2175864	S	8	0	8	0.00000
Streptomyces sp. CRXT-Y-14	2768069	S	7	0	7	0.00000
Streptomyces sp. jing01	2726118	S	7	1	8	0.00000
Streptomyces sp. PBH53	1577075	S	7	1	8	0.00000
Streptomyces sp. NA04227	2742136	S	7	0	7	0.00000
Streptomyces sp. TLI_053	1855352	S	6	0	6	0.00000
Streptomyces sp. SYP-A7193	2662065	S	6	1	7	0.00000
Streptomyces sp. RPA4-2	2721244	S	6	0	6	0.00000
Streptomyces sp. M2	646637	S	6	0	6	0.00000
Streptomyces sp. ZYC-3	2797636	S	6	0	6	0.00000
Streptomyces sp. CMB-StM0423	2059884	S	6	1	7	0.00000
Streptomyces sp. SirexAA-E	862751	S	6	0	6	0.00000
Streptomyces sp. Sge12	1972846	S	5	3	8	0.00000
Streptomyces sp. CFMR 7	1649184	S	5	3	8	0.00000
Streptomyces sp. YIM 121038	2136401	S	5	0	5	0.00000
Streptomyces sp. SCUT-3	2684469	S	5	1	6	0.00000
Streptomyces sp. P3	2135430	S	5	0	5	0.00000
Streptomyces sp. fd1-xmd	1812480	S	5	0	5	0.00000
Streptomyces sp. Z423-1	2730915	S	5	0	5	0.00000
Streptomyces sp. W1SF4	2305220	S	5	0	5	0.00000
Streptomyces sp. Mg1	465541	S	5	1	6	0.00000
Streptomyces sp. CRXT-G-22	2768066	S	5	0	5	0.00000
Streptomyces sp. 11-1-2	1851167	S	4	3	7	0.00000
Streptomyces sp. RPA4-5	2721245	S	4	0	4	0.00000
Streptomyces sp. WAC 01529	2203205	S	4	0	4	0.00000
Streptomyces sp. S4.7	2705439	S	4	0	4	0.00000
Streptomyces sp. SCSIO 3032	1264596	S	4	0	4	0.00000
Streptomyces sp. QHH-9511	2684468	S	4	0	4	0.00000
Streptomyces sp. C8S0	2585716	S	4	0	4	0.00000
Streptomyces sp. Rer75	2750011	S	4	0	4	0.00000
Streptomyces sp. HF10	2692233	S	4	1	5	0.00000
Streptomyces sp. QMT-12	2717324	S	3	0	3	0.00000
Streptomyces sp. CCM_MD2014	1561022	S	3	1	4	0.00000
Streptomyces sp. CB09001	2083284	S	3	0	3	0.00000
Streptomyces sp. TN58	234612	S	3	0	3	0.00000
Streptomyces sp. XC 2026	2782004	S	3	1	4	0.00000
Streptomyces sp. Tu 2975	2676871	S	3	0	3	0.00000
Streptomyces sp. JB150	2714844	S	3	0	3	0.00000
Streptomyces sp. NEAU-sy36	2751189	S	3	0	3	0.00000
Streptomyces sp. 2323.1	1938841	S	3	0	3	0.00000
Streptomyces sp. CB00271	2750025	S	3	1	4	0.00000
Streptomyces sp. SUK 48	2582831	S	3	0	3	0.00000
Streptomyces sp. SS52	2563602	S	3	4	7	0.00000
Streptomyces sp. S8	1837283	S	3	1	4	0.00000
Streptomyces sp. WAC 01438	2203204	S	3	0	3	0.00000
Streptomyces sp. NEAU-S7GS2	2202000	S	3	0	3	0.00000
Streptomyces sp. SGAir0924	2109593	S	2	2	4	0.00000
Streptomyces sp. WAC 06738	2203210	S	2	0	2	0.00000
Streptomyces sp. INR7	2607753	S	2	0	2	0.00000
Streptomyces sp. 604F	1476754	S	2	5	7	0.00000
Streptomyces sp. NA03103	2742134	S	2	4	6	0.00000
Streptomyces sp. AgN23	1188315	S	2	0	2	0.00000
Streptomyces sp. DSM 40868	2721173	S	2	0	2	0.00000
Streptomyces sp. 769	1262452	S	2	0	2	0.00000
Streptomyces sp. ID38640	1265399	S	2	0	2	0.00000
Streptomyces sp. CNQ-509	444103	S	2	0	2	0.00000
Streptomyces sp. Tu6071	355249	S	2	3	5	0.00000
Streptomyces sp. M56	1495638	S	2	2	4	0.00000
Streptomyces sp. Tue 6075	1661694	S	2	0	2	0.00000
Streptomyces sp. 3211	1964449	S	2	1	3	0.00000
Streptomyces sp. S1A1-7	2594459	S	1	4	5	0.00000
Streptomyces sp. S1D4-20	2594462	S	1	10	11	0.00000
Streptomyces sp. CB04723	2748873	S	1	0	1	0.00000
Streptomyces sp. S1D4-14	2594461	S	1	22	23	0.00000
Streptomyces sp. LBUM 1480	2609808	S	1	4	5	0.00000
Streptomyces sp. LBUM 1482	2609809	S	1	14	15	0.00000
Streptomyces sp. LBUM 1475	2609807	S	1	16	17	0.00000
Streptomyces sp. PAMC 26508	1265601	S	1	2	3	0.00000
Streptomyces sp. F8	1436085	S	1	0	1	0.00000
Streptomyces sp. Z022	1442032	S	1	0	1	0.00000
Streptomyces sp. MBT27	1488356	S	1	0	1	0.00000
Streptomyces sp. ADI95-16	1522758	S	1	0	1	0.00000
Streptomyces sp. SM18	1736046	S	1	0	1	0.00000
Streptomyces sp. CLI2509	1984801	S	1	1	2	0.00000
Streptomyces venezuelae	54571	S	34	4	38	0.00000
Streptomyces lividans	1916	S	23	520	543	0.00001
Streptomyces paludis	2282738	S	13	1	14	0.00000
Streptomyces griseus	1911	S	8	2	10	0.00000
Streptomyces sp. M54	2759525	S	1	1	2	0.00000
Streptomyces anulatus	1892	S	3	1	4	0.00000
Streptomyces lydicus	47763	S	13	3	16	0.00000
Streptomyces antibioticus	1890	S	12	1	13	0.00000
Streptomyces bingchenggensis	379067	S	12	1	13	0.00000
